iter	RMSE
437	5.431840887
438	5.429640561
439	5.427275462
440	5.425050298
441	5.423349395
442	5.421641385
443	5.419221382
444	5.418025841
445	5.41508288
446	5.413996448
447	5.411624821
448	5.410811018
449	5.409371742
450	5.407364384
451	5.405853028
452	5.403729859
453	5.401657564
454	5.400372413
455	5.39861577
456	5.396203553
457	5.394597078
458	5.393207951
459	5.391140812
460	5.389515456
461	5.387629729
462	5.385683565
463	5.384358382
464	5.382638075
465	5.379755905
466	5.377465349
467	5.376345303
468	5.374389353
469	5.372716236
470	5.370622813
471	5.369357751
472	5.367580581
473	5.365549483
474	5.363776577
475	5.362005265
476	5.361423414
477	5.360234188
478	5.35885185
479	5.357264576
480	5.355346807
481	5.353564967
482	5.35260891
483	5.351218279
484	5.350535378
485	5.34962465
486	5.347307325
487	5.34602212
488	5.344725974
489	5.343701427
490	5.341620162
491	5.340306828
492	5.338660978
493	5.337121033
494	5.335595422
495	5.334638298
496	5.333060737
497	5.332107679
498	5.330113027
499	5.328495642
500	5.327949331
501	5.326357635
502	5.324857391
503	5.324395269
504	5.322778955
505	5.321528507
506	5.319765622
507	5.318411188
508	5.316962895
509	5.315191862
510	5.313833499
511	5.312282779
512	5.309923192
513	5.308404791
514	5.307468619
515	5.305604085
516	5.30444055
517	5.303642358
518	5.302607598
519	5.301648728
520	5.300748591
521	5.299905234
522	5.299345288
523	5.298411259
524	5.296059877
525	5.295290303
526	5.293670154
527	5.292292078
528	5.291437266
529	5.289900112
530	5.289101769
531	5.288536443
532	5.28740841
533	5.286433408
534	5.284750578
535	5.283590158
536	5.283246319
537	5.282455577
538	5.281557829
539	5.280921723
540	5.280408486
541	5.279025377
542	5.27790456
543	5.276606489
544	5.274864969
545	5.273757582
546	5.272921871
547	5.271975973
548	5.270967805
549	5.270024065
550	5.268819572
551	5.267379355
552	5.266199594
553	5.265800365
554	5.265021834
555	5.263921168
556	5.262906475
557	5.262358486
558	5.26157035
559	5.260584957
560	5.259014828
561	5.25795596
562	5.257173417
563	5.256079473
564	5.254542663
565	5.253159862
566	5.252265903
567	5.251645983
568	5.250913774
569	5.249278961
570	5.248458238
571	5.247877563
572	5.247261247
573	5.246614731
574	5.245532298
575	5.244427512
576	5.24270669
577	5.242146497
578	5.241246345
579	5.240068327
580	5.23929542
581	5.238159744
582	5.237635582
583	5.236996451
584	5.236299399
585	5.235467572
586	5.234801865
587	5.234532181
588	5.233579488
589	5.232985005
590	5.232379544
591	5.231457455
592	5.230827798
593	5.229746982
594	5.228804361
595	5.228273467
596	5.227444567
597	5.226964682
598	5.226185249
599	5.224974351
600	5.224011543
601	5.223119402
602	5.222229658
603	5.221290714
604	5.220912095
605	5.220124251
606	5.218881137
607	5.218062941
608	5.217528678
609	5.216588143
610	5.215290707
611	5.214272919
612	5.213064602
613	5.212081329
614	5.211674155
615	5.211065874
616	5.210329026
617	5.209420131
618	5.208416884
619	5.207112873
620	5.206027384
621	5.205418543
622	5.204087699
623	5.203589517
624	5.202572305
625	5.201605519
626	5.200756022
627	5.199292397
628	5.198761734
629	5.198406753
630	5.197542247
631	5.197026892
632	5.196360512
633	5.19572737
634	5.194006005
635	5.193528974
636	5.192902998
637	5.191917756
638	5.191370224
639	5.190282817
640	5.189501834
641	5.188979804
642	5.188202568
643	5.187531411
644	5.187070365
645	5.186425837
646	5.185530784
647	5.18471744
648	5.183291124
649	5.18274425
650	5.181529829
651	5.181028854
652	5.180574084
653	5.180032446
654	5.17936864
655	5.178502454
656	5.177998869
657	5.177350411
658	5.176522504
659	5.175617896
660	5.175180946
661	5.173753529
662	5.172587465
663	5.171618818
664	5.171061773
665	5.169871646
666	5.169383878
667	5.16774706
668	5.167057123
669	5.166541539
670	5.165351114
671	5.164425546
672	5.163750748
673	5.162699971
674	5.161918438
675	5.160942491
676	5.159923891
677	5.158680766
678	5.158113984
679	5.157094813
680	5.156073589
681	5.155662494
682	5.154972225
683	5.153717898
684	5.1528979
685	5.152234449
686	5.151828424
687	5.151163709
688	5.150705071
689	5.150085653
690	5.14840497
691	5.14705373
692	5.14615226
693	5.145708069
694	5.144672024
695	5.144351747
696	5.143516821
697	5.142656457
698	5.141805298
699	5.141159433
700	5.140704816
701	5.139957272
702	5.138774389
703	5.137985185
704	5.136870492
705	5.136343655
706	5.134857074
707	5.133794854
708	5.132814675
709	5.131617883
710	5.131061826
711	5.129959595
712	5.129210165
713	5.128160438
714	5.127602323
715	5.126683401
716	5.126476204
717	5.125886656
718	5.124992699
719	5.124270779
720	5.123441313
721	5.123019
722	5.122399404
723	5.121526524
724	5.120432144
725	5.119965906
726	5.119205432
727	5.119014277
728	5.11824364
729	5.11689337
730	5.116005236
731	5.114948715
732	5.114230574
733	5.112410131
734	5.111558981
735	5.110338932
736	5.109980327
737	5.109029836
738	5.108387578
739	5.107515682
740	5.106789336
741	5.106248131
742	5.106036903
743	5.105454943
744	5.104865735
745	5.103963044
746	5.103200732
747	5.102604788
748	5.102118866
749	5.101483693
750	5.100904003
751	5.100481242
752	5.099905153
753	5.099042266
754	5.098540266
755	5.097777468
756	5.096824646
757	5.096139602
758	5.0955759
759	5.093969529
760	5.093409278
761	5.092767554
762	5.092215469
763	5.091782625
764	5.089960314
765	5.089109367
766	5.088618305
767	5.088358652
768	5.087816583
769	5.087380934
770	5.086521644
771	5.085398031
772	5.084700171
773	5.08373734
774	5.082692694
775	5.081506272
776	5.081087567
777	5.080502312
778	5.080055803
779	5.078898467
780	5.078177462
781	5.076896489
782	5.076342323
783	5.075755973
784	5.07419706
785	5.073666796
786	5.072645493
787	5.071912025
788	5.071467039
789	5.071095155
790	5.070900148
791	5.070323592
792	5.069346563
793	5.06859054
794	5.068043431
795	5.067429005
796	5.067080677
797	5.06555555
798	5.065120123
799	5.064208954
800	5.062767498
801	5.062210655
802	5.061234138
803	5.060607531
804	5.059483631
805	5.058937189
806	5.058137595
807	5.056655782
808	5.05556879
809	5.054720802
810	5.054375896
811	5.053602639
812	5.05334868
813	5.052926304
814	5.052321389
815	5.050817563
816	5.049968863
817	5.048370323
818	5.047277885
819	5.046776868
820	5.045125617
821	5.044564206
822	5.04345981
823	5.042958621
824	5.042091125
825	5.040678258
826	5.039507682
827	5.03765895
828	5.03724811
829	5.036516062
830	5.036120122
831	5.035741924
832	5.034845539
833	5.034225742
834	5.033682334
835	5.032852596
836	5.031751111
837	5.03116738
838	5.030732797
839	5.029553956
840	5.028408052
841	5.027850235
842	5.027188491
843	5.026546723
844	5.025533207
845	5.024344711
846	5.023762498
847	5.02226817
848	5.021091374
849	5.020494646
850	5.019424841
851	5.018868839
852	5.018046548
853	5.017287073
854	5.016272329
855	5.014943909
856	5.013557654
857	5.012839654
858	5.01248285
859	5.01179195
860	5.010590729
861	5.009150394
862	5.008199636
863	5.006907332
864	5.005924523
865	5.004852581
866	5.004142419
867	5.003692124
868	5.002707071
869	5.001232272
870	5.000836152
871	4.999483859
872	4.99876753
873	4.997110417
874	4.996160614
875	4.995150696
876	4.993399325
877	4.992799529
878	4.992186081
879	4.991287239
880	4.990411049
881	4.989325843
882	4.988057901
883	4.987424998
884	4.986716263
885	4.98573011
886	4.98435759
887	4.98364437
888	4.983136064
889	4.981905083
890	4.980923962
891	4.979793793
892	4.978909683
893	4.978427511
894	4.977252465
895	4.976531232
896	4.975494257
897	4.97452224
898	4.974108935
899	4.972686741
900	4.972285824
901	4.971335671
902	4.970546914
903	4.96939347
904	4.968737737
905	4.967762449
906	4.96726675
907	4.966245838
908	4.965133905
909	4.964754173
910	4.963509074
911	4.962750654
912	4.961532337
913	4.960678838
914	4.959948766
915	4.959407431
916	4.958505525
917	4.957205628
918	4.956732445
919	4.955400481
920	4.954331645
921	4.95387105
922	4.952753478
923	4.951727005
924	4.95087351
925	4.950434651
926	4.94945429
927	4.948675333
928	4.948163545
929	4.947166748
930	4.946779797
931	4.946286691
932	4.945579355
933	4.944405222
934	4.943999467
935	4.943382604
936	4.94298807
937	4.942387889
938	4.941807138
939	4.941171759
940	4.940705483
941	4.940252223
942	4.939428284
943	4.938858958
944	4.9383857
945	4.936980211
946	4.936708404
947	4.936258945
948	4.935641447
949	4.935254855
950	4.934290319
951	4.933745627
952	4.933318025
953	4.932988474
954	4.932014732
955	4.93125799
956	4.930881838
957	4.929294871
958	4.928840604
959	4.928086217
960	4.927798432
961	4.927178417
962	4.926211479
963	4.92548102
964	4.924642195
965	4.923515023
966	4.922229568
967	4.921224773
968	4.920134378
969	4.91950315
970	4.918242831
971	4.917144644
972	4.916531854
973	4.915729443
974	4.914855201
975	4.914027816
976	4.913628821
977	4.912733745
978	4.911676805
979	4.910207083
980	4.909561222
981	4.908458753
982	4.907333993
983	4.906342325
984	4.905502872
985	4.904664897
986	4.903448667
987	4.903020226
988	4.902478044
989	4.901641995
990	4.90095007
991	4.90033807
992	4.899348286
993	4.898903113
994	4.897808526
995	4.897487823
996	4.896312633
997	4.895616921
998	4.89476751
999	4.892941953
